"SIGLA_UF","n_cattle","n_cattle_sd","pasture_201819_tot","pasture_201819_perc","defo_abs_13_17","defo_perc_wo_refo_13_17","defo_buffer_abs_13_17","defo_buffer_perc_13_17","mod_deg_sum_201819","mod_deg_perc_201819","sev_deg_sum_201819","sev_deg_perc_201819","crop_201819_tot","crop_201819_perc","agricultural_credits","mean_mun_msg4_1317","area","buffer_forest_tot_2013","precipitation_2018_19","mean_temp_18_19","population","nearest_fedSh","IBGE_CODE","outline_id","imagedate","stocking_rate"
"AC",5,0.0261734690751952,23.9395,45.26,10.1895,18.589,1661.3696,4.207,0,0,0,0,0,0,1546.35712,0,52.778,248.158167,0.443692210215633,31.1645651753357,34.78,57.7387562484642,"1200302","AC_1200302_3",2019-05-16 19:00:00,0.271517784414879
"AC",62,0.101414564479897,38.7529,92.6,0.3418,0.817,1626.1014,4.215,0,0,0,0,0,0,1546.35712,0,41.755,177.934499,0.443692210215633,31.1645651753357,34.78,54.2438531007229,"1200302","AC_1200302_2",2019-05-16 19:00:00,2.07984434713273
"AC",23,0.160353498162737,35.1765,78.78,4.3904,9.467,999.3484,2.543,0,0,0,0,0,0,1546.35712,0,44.551,209.586983,0.443692210215633,31.1645651753357,34.78,44.7387304096876,"1200302","AC_1200302_4",2020-10-11 19:00:00,0.849999289298253
"AC",5,0.0920584084713761,40.1673,93.74,0.6262,1.462,1241.1733,3.277,0,0,0,0,0,0,1546.35712,0,42.756,226.72846,0.443692210215633,31.1645651753357,34.78,53.0312399643518,"1200302","AC_1200302_2",2019-05-16 19:00:00,0.161823174572351
"AC",6,0.0469297969106216,10.0424,30.38,0,-3.485,915.7351,2.319,0,0,0,0,0,0,1546.35712,0,32.983,240.46699,0.443692210215633,31.1645651753357,34.78,48.9176964222872,"1200302","AC_1200302_4",2020-10-11 19:00:00,0.776706763323508
"AC",39,0.0569670887170783,60.127,67.7,3.1185,3.511,1171.4022,3.01,0,0,0,0,0,0,1546.35712,0,88.615,224.796061,0.443692210215633,31.1645651753357,34.78,51.758558268513,"1200302","AC_1200302_2",2019-05-16 19:00:00,0.843215194504965
"AC",5,0.0322474487139159,34.061,51.81,4.6388,6.379,1905.1148,4.812,0,0,0,0,0,0,1546.35712,0,65.597,232.52484,0.443692210215633,31.1645651753357,34.78,59.1367619660099,"1200302","AC_1200302_3",2019-05-16 19:00:00,0.190834091776519
"AC",28,0.112051370440799,36.7501,96.68,1.5993,3.387,1332.4375,3.578,0,0,0,0,0,0,1546.35712,0,37.926,174.658108,0.443692210215633,31.1645651753357,34.78,51.6312019817925,"1200302","AC_1200302_2",2019-05-16 19:00:00,0.990473495310217
"AC",7,0.128989794855664,13.9646,94.44,0.5155,3.486,1313.3982,3.574,0,0,0,0,0,0,1546.35712,0,14.754,168.047274,0.443692210215633,31.1645651753357,34.78,51.5838093805859,"1200302","AC_1200302_2",2019-05-16 19:00:00,0.651647737851424
"AC",14,0.0651835226489454,22.4442,31.04,7.6642,10.105,2004.6757,4.937,0,0,0,0,0,0,1546.35712,0,72.156,227.753977,0.443692210215633,31.1645651753357,34.78,58.3197598511076,"1200302","AC_1200302_3",2019-05-16 19:00:00,0.810899920692206
"AC",18,0.0673187598849908,30.3873,92.09,1.8954,4.934,1514.5901,4.007,0,0,0,0,0,0,1546.35712,0,32.924,221.823194,0.443692210215633,31.1645651753357,34.78,55.554507160694,"1200302","AC_1200302_2",2019-05-16 19:00:00,0.77005854419445
"AC",73,0.12146198614491,70.4817,76.1,4.531,4.794,2076.4518,5.121,0,0,0,0,0,0,1546.35712,0,92.408,244.404776,0.443692210215633,31.1645651753357,34.78,60.2151001048903,"1200302","AC_1200302_3",2019-05-16 19:00:00,1.34644879450978
"AC",22,0.0165864916552114,59.406,29.35,16.7662,6.654,1023.4506,2.371,9.3254,4.61,5.4215,2.68,0,0,1546.35712,0,201.986,330.282577,0.443692210215633,31.1645651753357,34.78,55.9919191802329,"1200302","AC_1200302_1",2019-05-16 19:00:00,0.481432851900481
"AC",111,0.160855278225685,57.3452,38.01,5.0966,1.394,677.9888,1.564,3.4192,2.27,0,0,0,0,0,0,150.534,336.299661,0.444508757374503,29.9811630772845,8.317,177.221815992142,"1200328","AC_1200328_1",2018-08-26 19:00:00,2.51633964133005
"AC",52,0.129751365113383,83.8527,41.61,9.0472,3.522,727.2638,1.624,3.9126,1.94,0,0,0,0,0,0,201.066,344.753777,0.444508757374503,29.9811630772845,8.317,174.516232972639,"1200328","AC_1200328_1",2018-08-26 19:00:00,0.806175591245124
"AC",14,0.0914095079876862,15.339,27.81,0.903,-1.133,726.9472,1.544,0,0,0,0,0,0,0,0,55.024,365.726193,0.444508757374503,29.9811630772845,8.317,172.797271932588,"1200328","AC_1200328_1",2018-08-26 19:00:00,1.18651802594693
"AC",24,0.0659756267848977,22.4753,22.19,3.3163,-1.904,717.4357,1.642,0.0363,0.04,0,0,0,0,0,0,101.063,339.827345,0.444508757374503,29.9811630772845,8.317,176.195603574454,"1200328","AC_1200328_1",2018-08-26 19:00:00,1.38819059144928
"AC",7,0.0682223031468924,17.5044,35.03,0,-1.087,693.4899,1.678,0,0,0,0,0,0,0,0,49.854,318.158425,0.444508757374503,29.9811630772845,8.317,174.025388585702,"1200328","AC_1200328_1",2018-08-26 19:00:00,0.519869290007084
"AC",13,0.0323747270704303,17.9099,17.79,9.9817,7.184,580.4518,1.336,0,0,0,0,0,0,0,0,100.425,345.49214,0.444508757374503,29.9811630772845,8.317,175.369478441522,"1200328","AC_1200328_1",2018-08-26 19:00:00,0.943612192139543
"AC",12,0.0823341268721424,24.0232,34.19,2.3291,-3.37,722.597,1.682,6.3291,9.01,0,0,0,0,0,0,70.057,330.71157,0.444508757374503,29.9811630772845,8.317,173.48081780216,"1200328","AC_1200328_1",2018-08-26 19:00:00,0.64937227346898
"AC",15,0.0248739823443741,41.4453,12.89,5.6766,0.93,704.9216,1.483,0,0,0,0,0,0,0,0,320.777,369.586881,0.444508757374503,29.9811630772845,8.317,173.212317924624,"1200328","AC_1200328_1",2018-08-26 19:00:00,0.47049967065023
"AC",198,0.180555091762448,166.3045,46.13,27.6394,7.12,725.1701,1.48,2.4752,0.69,0,0,0,0,0,0,359.681,382.166107,0.444508757374503,29.9811630772845,8.317,173.281452041884,"1200328","AC_1200328_1",2018-08-26 19:00:00,1.54776328962836
"AC",11,0.144230054370501,13.5787,26.97,6.9095,13.724,629.8323,1.527,0,0,0,0,0,0,0,0,50.235,320.938223,0.444508757374503,29.9811630772845,8.317,174.538741885998,"1200328","AC_1200328_1",2018-08-26 19:00:00,1.05311995993725
"AC",11,0.0366648762904673,20.8991,20.78,2.6806,2.384,582.3263,1.363,0,0,0,0,0,0,0,0,100.327,336.255768,0.444508757374503,29.9811630772845,8.317,167.949428001855,"1200328","AC_1200328_1",2018-08-26 19:00:00,0.684239991195793
"AC",51,0.126619642341102,51.4615,51.19,24.8459,18.285,648.5926,1.484,18.5407,18.44,0,0,0,0,0,0,100.299,341.486147,0.444508757374503,29.9811630772845,8.317,175.915435604171,"1200328","AC_1200328_1",2018-08-26 19:00:00,1.28834177006111
"AC",13,0.0626914285804211,16.93,17.02,1.5103,0.182,635.5363,1.474,0,0,0,0,0,0,0,0,99.274,332.231684,0.444508757374503,29.9811630772845,8.317,169.666441980916,"1200328","AC_1200328_1",2018-08-26 19:00:00,0.99822799763733
"AC",7,0.0835178766305033,5.026,18.33,0,-3.253,697.058,1.741,0,0,0,0,0,0,0,0,27.353,305.561051,0.444508757374503,29.9811630772845,8.317,175.628758202276,"1200328","AC_1200328_1",2018-08-26 19:00:00,1.81058495821727
"AC",25,0.138074727170456,23.313,44.2,4.173,7.429,716.2256,1.719,1.3871,2.63,0,0,0,0,0,0,52.623,318.463529,0.444508757374503,29.9811630772845,8.317,175.002033190193,"1200328","AC_1200328_1",2018-08-26 19:00:00,1.39407197700854
"AC",21,0.061139631713238,54.6677,27.2,10.5635,4.309,725.6696,1.617,1.5356,0.76,0,0,0,0,0,0,200.512,347.352209,0.444508757374503,29.9811630772845,8.317,176.017701421406,"1200328","AC_1200328_1",2018-08-26 19:00:00,0.499380804387234
"AC",29,0.20302127119198,19.3877,38.52,0.854,0.849,581.7405,1.401,3.7524,7.46,0,0,0,0,0,0,50.213,324.247337,0.444508757374503,29.9811630772845,8.317,176.820770256494,"1200328","AC_1200328_1",2018-08-26 19:00:00,1.94453184235366
"AC",39,0.0533609857421235,34.9102,23.16,13.8404,6.089,561.9868,1.286,0,0,0,0,0,0,0,0,150.399,349.603617,0.444508757374503,29.9811630772845,8.317,175.629030286089,"1200328","AC_1200328_1",2018-08-26 19:00:00,1.4522976092947
"AC",11,0.052685082075266,13.9972,23.96,5.7082,-8.547,690.8223,1.682,2.6822,4.59,0,0,0,0,0,0,58.287,317.501778,0.444508757374503,29.9811630772845,8.317,174.683831562341,"1200328","AC_1200328_1",2018-08-26 19:00:00,1.02163289800817
"AC",16,0.110364494625901,21.5828,84.97,1.0507,0.0950000000000006,964.4251,2.464,15.4269,60.74,4.874,19.19,0,0,0,0,25.342,187.332114,0.448654552921653,30.9263988439306,18.977,249.153784982395,"1200336","AC_1200336_1",2019-08-16 19:00:00,0.963730377893508
"AC",6,0.0452595771423381,57.1416,58.2,1.0971,0.074,888.2204,2.212,22.2371,22.65,0,0,0,0,0,0,97.967,249.310461,0.448654552921653,30.9263988439306,18.977,254.953818035647,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.136503003066067
"AC",28,0.112659863237109,53.585,69.54,0,0,1446.286,3.54,16.3803,21.26,0,0,0,0,0,0,76.88,229.22935,0.448654552921653,30.9263988439306,18.977,256.331216156377,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.679294578706728
"AC",28,0.0976687757287923,45.1175,68.96,12.1949,18.64,1079.5134,2.58,0,0,0,0,0,0,0,0,65.276,227.494176,0.448654552921653,30.9263988439306,18.977,253.488366085275,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.806782290685433
"AC",15,0.0586909921376188,94.3756,78.16,14.4246,11.945,1291.2808,3.027,15.7754,13.06,0,0,0,0,0,0,120.482,209.633812,0.448654552921653,30.9263988439306,18.977,252.448062525909,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.206621202938048
"AC",7,0.0491146468421282,151.0358,84.71,32.6459,18.291,1158.2014,2.661,32.5387,18.25,0.5806,0.33,0,0,0,0,177.89,254.814097,0.448654552921653,30.9263988439306,18.977,255.473172479476,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.0602506160791018
"AC",33,0.063531853611391,76.4888,57.17,16.5522,12.414,1407.6171,3.339,45.7056,34.28,0,0,0,0,0,0,133.038,224.32701,0.448654552921653,30.9263988439306,18.977,255.043497787183,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.560866427503112
"AC",19,0.0844948974278318,62.532,87.64,2.2412,3.141,1285.4051,3.101,8.5975,12.05,0,0,0,0,0,0,71.194,193.828158,0.448654552921653,30.9263988439306,18.977,251.069255200451,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.394997761146293
"AC",38,0.0377585392258911,47.2579,42.06,0.2592,0.231,1442.6482,3.425,2.555,2.27,0,0,0,0,0,0,112.115,212.823463,0.448654552921653,30.9263988439306,18.977,253.79382992259,"1200336","AC_1200336_4",2017-07-28 19:00:00,1.04532787110726
"AC",40,0.0585109591523434,68.1597,81.01,0.5175,0.615,921.2186,2.309,39.4621,46.9,0,0,0,0,0,0,83.946,247.07589,0.448654552921653,30.9263988439306,18.977,255.503673265747,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.762914156018879
"AC",10,0.0312244894230398,43.7988,46.58,0.63,0.338,1049.6134,2.611,19.95,21.22,0,0,0,0,0,0,93.813,249.839414,0.448654552921653,30.9263988439306,18.977,257.100541194836,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.296811784797757
"AC",23,0.0539794782053952,40.0469,48.76,1.3586,1.654,1243.5721,3.037,17.26,21.01,0,0,0,0,0,0,81.953,234.092273,0.448654552921653,30.9263988439306,18.977,256.44562029838,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.746624582676811
"AC",22,0.0840273692300634,69.7372,54.23,11.201,8.699,1501.0484,3.577,6.1675,4.8,0,0,0,0,0,0,128.308,252.963674,0.448654552921653,30.9263988439306,18.977,256.594596293153,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.410111102826038
"AC",6,0.0747877538267963,37.1445,96.86,1.1108,2.146,1293.0999,3.225,9.8566,25.7,0,0,0,0,0,0,38.263,189.223595,0.448654552921653,30.9263988439306,18.977,251.661156378984,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.209990711949279
"AC",9,0.0136060268609962,65.5925,67.36,1.2575,0.645,1467.5382,3.534,21.4285,22.01,0,0,0,0,0,0,97.161,207.768558,0.448654552921653,30.9263988439306,18.977,252.7663132015,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.178374051911423
"AC",5,0.052704627669473,21.0304,95.81,6.6507,27.618,744.9277,1.992,5.4802,24.97,0,0,0,0,0,0,21.901,222.252628,0.448654552921653,30.9263988439306,18.977,252.962787602925,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.309076384662203
"AC",5,0.0282633431859597,90.7509,96.06,0.0552,0.058,1160.9305,2.81,22.6623,23.99,0,0,0,0,0,0,94.259,216.05789,0.448654552921653,30.9263988439306,18.977,252.938904111379,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.0716246340256681
"AC",13,0.193423090827238,16.8896,77.82,3.019,10.946,881.1954,2.372,11.5474,53.2,0,0,0,0,0,0,21.656,217.08252,0.448654552921653,30.9263988439306,18.977,253.930660258398,"1200336","AC_1200336_4",2017-07-28 19:00:00,1.0006157635468
"AC",9,0.114982991426106,16.4732,83.31,0,0,1341.0814,3.513,0,0,0,0,0,0,0,0,19.729,248.575259,0.448654552921653,30.9263988439306,18.977,258.754819660375,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.71024451836923
"AC",125,0.168121435284074,88.2762,88.45,0.0518,0.052,1225.575,2.952,1.745,1.75,0,0,0,0,0,0,99.583,208.826152,0.448654552921653,30.9263988439306,18.977,252.388892860452,"1200336","AC_1200336_4",2017-07-28 19:00:00,1.84081326563672
"AC",81,0.220647820979548,75.1208,94.51,0.3959,0.498,1429.8904,3.438,58.1308,73.14,0,0,0,0,0,0,79.305,221.639841,0.448654552921653,30.9263988439306,18.977,255.349167437701,"1200336","AC_1200336_4",2017-07-28 19:00:00,1.40174226046581
"AC",67,0.0320790081931918,83.643,33.65,0,0,1385.794,3.108,15.2201,6.12,0,0,0,0,0,0,248.046,260.739537,0.448654552921653,30.9263988439306,18.977,256.985751953072,"1200336","AC_1200336_4",2017-07-28 19:00:00,1.0413304161735
"AC",11,0.0795709104697997,27.0205,67.6,2.8263,3.469,1253.753,3.045,12.2126,30.55,0,0,0,0,0,0,39.883,192.576476,0.448654552921653,30.9263988439306,18.977,251.1851244698,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.529227808515757
"AC",64,0.125916739307529,86.2676,86.66,2.1773,2.188,1547.8972,3.743,55.9918,56.25,0,0,0,0,0,0,99.327,240.245473,0.448654552921653,30.9263988439306,18.977,255.500393370994,"1200336","AC_1200336_4",2017-07-28 19:00:00,0.964440879310425
"AC",18,0.0637844437723907,32.0835,60.37,16.6046,28.231,2172.2441,5.362,0,0,0,0,0,0,0,0,53.029,257.003272,0.414684847268191,30.69431389673,9.459,178.095591833121,"1200344","AC_1200344_2",2019-06-11 19:00:00,0.72934686053579
"AC",7,0.0266666666666667,41.6605,91.2,17.3164,34.816,2476.3713,6.138,2.2347,4.89,0,0,0,0,0,0,45.579,274.174007,0.414684847268191,30.69431389673,9.459,173.428494228281,"1200344","AC_1200344_3",2019-06-11 19:00:00,0.218432327984542
"AC",6,0.0665039804521269,27.1724,53.61,5.4614,9.984,1749.6415,4.263,0,0,0,0,0,0,0,0,50.575,281.897642,0.414684847268191,30.69431389673,9.459,186.179681167397,"1200344","AC_1200344_1",2019-06-11 19:00:00,0.287055983277149
"AC",24,0.187282502161257,33.5022,94.93,0.4104,0.872,2211.0215,5.56,0,0,0,0,0,0,0,0,35.213,251.200458,0.414684847268191,30.69431389673,9.459,178.647202741947,"1200344","AC_1200344_2",2019-06-11 19:00:00,0.931282124755986
"AC",67,0.10972482225622,184.7531,79.68,0.3772,0.163,2126.2592,4.506,1.3522,0.58,6.3438,2.74,0,0,0,0,231.273,302.892086,0.414684847268191,30.69431389673,9.459,183.923411409619,"1200344","AC_1200344_1",2019-06-11 19:00:00,0.471439992075911
"AC",17,0.077562757434453,28.3622,58.25,2.7428,5.633,2068.8629,5.183,0,0,0,0,0,0,0,0,48.578,262.948524,0.414684847268191,30.69431389673,9.459,177.286556059125,"1200344","AC_1200344_2",2019-06-11 19:00:00,0.779206126464097
"AC",22,0.0428571428571429,23.855,52.02,2.2161,4.251,2483.0191,6.099,0,0,0,0,0,0,0,0,45.755,268.654937,0.414684847268191,30.69431389673,9.459,174.777001599408,"1200344","AC_1200344_3",2019-06-11 19:00:00,1.19891008174387
"AC",5,0.057491495713053,17.3491,43.25,4.5269,10.398,2328.5446,5.882,0,0,0,0,0,0,0,0,40.025,253.607367,0.414684847268191,30.69431389673,9.459,176.462240568493,"1200344","AC_1200344_2",2019-06-11 19:00:00,0.37465920422385
"AC",13,0.0672945391501793,49.9658,86.04,0.5735,0.746,2631.0315,6.472,0,0,0,0,0,0,0,0,57.943,271.548818,0.414684847268191,30.69431389673,9.459,173.805803839847,"1200344","AC_1200344_3",2019-06-11 19:00:00,0.338231350243567
"AC",6,0.026340397763396,40.8065,17.56,2.5775,1.013,1949.7181,4.363,0.7115,0.31,3.8075,1.64,0,0,0,0,231.847,284.94715,0.414684847268191,30.69431389673,9.459,183.41003668293,"1200344","AC_1200344_1",2019-06-11 19:00:00,0.191146018403931
"AC",13,0.0543697671639397,20.3286,46.63,1.2842,2.924,2443.7973,6.054,0,0,0,0,0,0,0,0,43.498,264.457917,0.414684847268191,30.69431389673,9.459,175.094821975642,"1200344","AC_1200344_3",2019-06-11 19:00:00,0.831341066281003
"AC",38,0.0958504115718714,73.4851,70.19,6.9886,6.586,2154.1605,5.178,0,0,0,0,0,0,0,0,104.46,266.478172,0.414684847268191,30.69431389673,9.459,179.2210888319,"1200344","AC_1200344_2",2019-06-11 19:00:00,0.672245121800202
"AC",68,0.071193470705453,96.5863,62.44,3.322,1.827,2435.7213,5.623,0,0,0,0,0,0,0,0,154.341,276.05712,0.414684847268191,30.69431389673,9.459,177.572650510536,"1200344","AC_1200344_2",2019-06-11 19:00:00,0.915243673274574
"AC",21,0.0131002585220083,60.5402,19.98,12.8061,2.488,1728.6863,3.651,17.9709,5.93,1.2356,0.41,0,0,0,0,302.271,307.842345,0.414684847268191,30.69431389673,9.459,187.009232422445,"1200344","AC_1200344_1",2019-06-11 19:00:00,0.450940036537706
"AC",86,0.0600959690759866,205.072,36.31,21.5108,2.303,2062.6949,4.196,14.9511,2.65,2.3829,0.42,0,0,0,0,563.586,346.492284,0.414684847268191,30.69431389673,9.459,187.950270216766,"1200344","AC_1200344_1",2019-06-11 19:00:00,0.545174377779512
"AC",12,0.145507960904254,39.9512,79.46,3.4171,3.145,2546.8983,6.307,0,0,0,0,0,0,0,0,50.164,270.337313,0.414684847268191,30.69431389673,9.459,173.961043597461,"1200344","AC_1200344_3",2019-06-11 19:00:00,0.390476381185046
"AC",11,0.0648576015032501,36.2489,30.64,6.4041,2.998,2318.7359,5.517,0,0,0,0,0,0,0,0,118.03,272.410841,0.414684847268191,30.69431389673,9.459,177.651564672813,"1200344","AC_1200344_2",2019-06-11 19:00:00,0.39449472949524
"AC",8,0.114233838574714,59.8656,81.48,10.484,14.277,1817.8666,4.404,18.8623,25.69,0,0,0,0,0,0,73.268,288.298999,0.414684847268191,30.69431389673,9.459,186.634965509361,"1200344","AC_1200344_1",2019-06-11 19:00:00,0.173722471669874
"AC",27,0.184595862760874,23.3462,48.99,4.9252,7.807,1647.7042,4.055,0,0,0,0,0,0,0,0,47.552,296.526939,0.414684847268191,30.69431389673,9.459,189.252626804044,"1200344","AC_1200344_1",2019-06-11 19:00:00,1.50345666532455
"AC",5,0.080098061691263,21.4328,55.97,14.2778,27.742,2729.8533,6.836,0,0,0,0,0,0,0,0,38.205,276.597372,0.414684847268191,30.69431389673,9.459,170.644433230997,"1200344","AC_1200344_3",2019-06-11 19:00:00,0.30327348736516
"AC",7,0.0773852646929409,41.6029,67.6,19.3389,28.494,2748.9201,6.718,14.8481,24.13,0,0,0,0,0,0,61.401,283.341206,0.414684847268191,30.69431389673,9.459,170.731325002959,"1200344","AC_1200344_3",2019-06-11 19:00:00,0.218734751663947
"AC",19,0.019938825586617,28.7183,14.02,3.4664,0.541,1705.8301,3.675,14.4005,7.03,0.0102,0,0,0,0,0,204.436,303.489025,0.414684847268191,30.69431389673,9.459,187.30957796781,"1200344","AC_1200344_1",2019-06-11 19:00:00,0.860078765107963
"AC",7,0.0345999348748138,20.2875,20.06,3.4342,2.984,1739.2115,4.011,0,0,0,0,0,0,0,0,100.912,278.089672,0.414684847268191,30.69431389673,9.459,186.712999649043,"1200344","AC_1200344_1",2019-06-11 19:00:00,0.448552064078866
"AC",15,0.057604245815602,26.5115,58.16,5.5659,11.041,2225.6805,5.596,0,0,0,0,0,0,0,0,45.481,252.503629,0.414684847268191,30.69431389673,9.459,178.049042938163,"1200344","AC_1200344_2",2019-06-11 19:00:00,0.735529864398469
"AC",24,0.147150537412416,32.6273,74.05,0.0739,0.147,2203.041,5.539,0,0,0,0,0,0,0,0,43.965,251.183227,0.414684847268191,30.69431389673,9.459,178.634403461393,"1200344","AC_1200344_2",2019-06-11 19:00:00,0.956254424975404
"AC",35,0.0488870333906353,52.8511,59.07,3.2342,3.496,1731.4351,4.207,9.1113,10.18,0,0,0,0,0,0,89.279,293.000927,0.414684847268191,30.69431389673,9.459,186.704736472066,"1200344","AC_1200344_1",2019-06-11 19:00:00,0.860909233677255
"AC",18,0.105352763550058,37.7192,83.65,7.188,14.421,2428.5086,5.956,19.2346,42.87,0,0,0,0,0,0,44.767,274.44974,0.414684847268191,30.69431389673,9.459,173.855651713999,"1200344","AC_1200344_3",2019-06-11 19:00:00,0.620373708880358
"AC",12,0.060871821853858,51.4615,58.39,0.6408,0.727,2082.8895,5.039,0,0,0,0,0,0,0,0,87.939,268.574746,0.414684847268191,30.69431389673,9.459,178.77977282541,"1200344","AC_1200344_2",2019-06-11 19:00:00,0.30313924001438
"AC",27,0.0209349028470093,48.3433,11.3,10.6499,1.682,2019.8126,4.002,0.011,0,0,0,0,0,0,0,426.929,352.70226,0.414684847268191,30.69431389673,9.459,188.604238814681,"1200344","AC_1200344_1",2019-06-11 19:00:00,0.726057178554215
"AC",6,0.0269666045017162,35.657,72.66,6.9939,12.62,2631.157,6.522,0,0,0,0,0,0,0,0,48.961,271.665153,0.414684847268191,30.69431389673,9.459,173.364897726398,"1200344","AC_1200344_3",2019-06-11 19:00:00,0.218750876405755
"AC",28,0.225128886992804,39.7623,78.67,15.2269,28.409,2520.4688,6.315,0,0,0,0,0,0,0,0,50.428,258.445941,0.414684847268191,30.69431389673,9.459,175.081483914456,"1200344","AC_1200344_2",2019-06-11 19:00:00,0.915440002213152
"AC",5,0.0754138294194419,25.2096,48.47,0.3347,0.644,1821.8802,4.43,0,0,0.0143,0.03,0,0,0,0,51.893,258.152475,0.414684847268191,30.69431389673,9.459,183.312364761483,"1200344","AC_1200344_1",2019-06-11 19:00:00,0.257838283828383
"AC",8,0.0557460443376793,8.0143,16.33,2.0597,4.101,1744.5336,4.366,0.5148,1.05,0,0,0,0,0,0,48.982,278.923511,0.414684847268191,30.69431389673,9.459,187.232207082898,"1200344","AC_1200344_1",2019-06-11 19:00:00,1.29768039629163
"AC",7,0.0423760927884112,34.6035,34.32,5.9876,4.538,1805.7205,4.137,0,0,0,0,0,0,0,0,100.607,278.391978,0.414684847268191,30.69431389673,9.459,186.399809323247,"1200344","AC_1200344_1",2019-06-11 19:00:00,0.262979178406809
"AC",9,0.0324383167343104,62.056,43.2,2.2232,0.248,2378.5673,5.635,0,0,0,0,0,0,0,0,143.095,273.289195,0.414684847268191,30.69431389673,9.459,177.19660106537,"1200344","AC_1200344_2",2019-06-11 19:00:00,0.18853938378239
"AC",9,0.00909090909090909,46.8446,71.54,0,0,339.4952,0.834,0,0,0,0,0,0,7380.53862,0,65.336,65.424362,0.391689360141754,34.4889641434264,19.761,36.5437799655263,"1200385","AC_1200385_1",2019-06-21 19:00:00,0.249761978968761
"AC",73,0.134440427931281,41.5188,67.99,0,0,389.566,0.926,7.4894,12.26,0,0,0,0,7380.53862,0,60.932,94.068635,0.391689360141754,34.4889641434264,19.761,46.0228994730163,"1200385","AC_1200385_3",2019-06-21 19:00:00,2.28571153308863
"AC",26,0.165247114371786,51.0266,84.34,1.4679,1.096,383.9744,0.951,12.5799,20.81,0,0,0,0,7380.53862,0,60.323,58.329039,0.391689360141754,34.4889641434264,19.761,40.5545313370677,"1200385","AC_1200385_1",2019-06-21 19:00:00,0.662399611183187
"AC",26,0.123757648098523,58.5779,97.73,4.8782,4.069,348.4674,0.869,45.8753,76.54,0,0,0,0,7380.53862,0,59.803,63.035379,0.391689360141754,34.4889641434264,19.761,38.6914092707954,"1200385","AC_1200385_1",2019-06-21 19:00:00,0.577009418227693
"AC",47,0.0426553415784482,154.3047,54.57,1.5936,-7.27,239.8178,0.567,0,0,0,0,0,0,7380.53862,0,282.115,34.795047,0.391689360141754,34.4889641434264,19.761,39.4308112331289,"1200385","AC_1200385_2",2019-06-21 19:00:00,0.395969792235752
"AC",37,0.109808521407404,37.2791,61.78,0,-0.304,339.409,0.811,0,0,0,0,0,0,7380.53862,0,60.209,73.146369,0.391689360141754,34.4889641434264,19.761,39.1674601474702,"1200385","AC_1200385_1",2019-06-21 19:00:00,1.29026720065667
"AC",12,0.0456357922336736,34.3171,57.28,0.62,-0.389,457.4534,1.096,5.6395,9.41,0,0,0,0,7380.53862,0,59.776,82.596439,0.391689360141754,34.4889641434264,19.761,47.7663457475849,"1200385","AC_1200385_3",2019-06-21 19:00:00,0.454583866352343
"AC",5,0.0902902633738592,35.2797,73.59,0.2347,-0.156,281.4368,0.711,3.5844,7.48,0,0,0,0,7380.53862,0,47.834,37.482771,0.391689360141754,34.4889641434264,19.761,38.8924490280531,"1200385","AC_1200385_2",2019-06-21 19:00:00,0.184241929494865
"AC",41,0.10505360545588,38.37,61.25,0,0,321.1388,0.785,0,0,0,0,0,0,7380.53862,0,62.507,62.055771,0.391689360141754,34.4889641434264,19.761,36.4412272972725,"1200385","AC_1200385_1",2019-06-21 19:00:00,1.38910607245244
"AC",22,0.113534247897255,29.3988,85.52,0,-1.545,237.4065,0.638,0,0,0,0,0,0,7380.53862,0,34.3,27.490288,0.391689360141754,34.4889641434264,19.761,41.4603591761562,"1200385","AC_1200385_2",2019-06-21 19:00:00,0.972828822945154
"AC",11,0.0251229717208531,40.0484,63.89,0.62,-0.146,449.7887,1.075,14.6135,23.31,0,0,0,0,7380.53862,0,62.545,83.621705,0.391689360141754,34.4889641434264,19.761,47.7436131694107,"1200385","AC_1200385_3",2019-06-21 19:00:00,0.357067947783182
"AC",38,0.0899325078693633,34.1239,55.21,0.3947,-4.726,341.2131,0.823,4.1941,6.79,0,0,0,0,7380.53862,0,61.666,73.013043,0.391689360141754,34.4889641434264,19.761,38.9810331010495,"1200385","AC_1200385_1",2019-06-21 19:00:00,1.44766571230135
